868100.0,9,02,125,4
868100.0,9,02,250,1
868100.0,9,02,250,2
868100.0,9,02,250,3
868100.0,9,02,250,4
868100.0,9,02,500,1
868100.0,9,02,500,2
868100.0,9,02,500,3
868100.0,9,02,500,4
868100.0,9,05,125,1
868100.0,9,05,125,2
868100.0,9,05,125,3
868100.0,9,05,125,4
868100.0,9,05,250,1
868100.0,9,05,250,2
868100.0,9,05,250,3
868100.0,9,05,250,4
868100.0,9,05,500,1
868100.0,9,05,500,2
868100.0,9,05,500,3
868100.0,9,05,500,4
868100.0,9,08,125,1
868100.0,9,08,125,2
868100.0,9,08,125,3
868100.0,9,08,125,4
868100.0,9,08,250,1
868100.0,9,08,250,2
868100.0,9,08,250,3
868100.0,9,08,250,4
868100.0,9,08,500,1
868100.0,9,08,500,2
868100.0,9,08,500,3
868100.0,9,08,500,4
868100.0,9,11,125,1
868100.0,9,11,125,2
868100.0,9,11,125,3
868100.0,9,11,125,4
868100.0,9,11,250,1
868100.0,9,11,250,2
868100.0,9,11,250,3
868100.0,9,11,250,4
868100.0,9,11,500,1
868100.0,9,11,500,2
868100.0,9,11,500,3
868100.0,9,11,500,4
868100.0,9,14,125,1
868100.0,9,14,125,2
868100.0,9,14,125,3
868100.0,9,14,125,4
868100.0,9,14,250,1
868100.0,9,14,250,2
868100.0,9,14,250,3
868100.0,9,14,250,4
868100.0,9,14,500,1
868100.0,9,14,500,2
868100.0,9,14,500,3
868100.0,9,14,500,4
868100.0,10,02,125,1
868100.0,10,02,125,2
868100.0,10,02,125,3
868100.0,10,02,125,4
868100.0,10,02,250,1
868100.0,10,02,250,2
868100.0,10,02,250,3
868100.0,10,02,250,4
868100.0,10,02,500,1
868100.0,10,02,500,2
868100.0,10,02,500,3
868100.0,10,02,500,4
868100.0,10,05,125,1
868100.0,10,05,125,2
868100.0,10,05,125,3
868100.0,10,05,125,4
868100.0,10,05,250,1
868100.0,10,05,250,2
868100.0,10,05,250,3
868100.0,10,05,250,4
868100.0,10,05,500,1
868100.0,10,05,500,2
868100.0,10,05,500,3
868100.0,10,05,500,4
868100.0,10,08,125,1
868100.0,10,08,125,2
868100.0,10,08,125,3
868100.0,10,08,125,4
868100.0,10,08,250,1
868100.0,10,08,250,2
868100.0,10,08,250,3
868100.0,10,08,250,4
868100.0,10,08,500,1
868100.0,10,08,500,2
868100.0,10,08,500,3
868100.0,10,08,500,4
868100.0,10,11,125,1
868100.0,10,11,125,2
868100.0,10,11,125,3
868100.0,10,11,125,4
868100.0,10,11,250,1
868100.0,10,11,250,2
868100.0,10,11,250,3
868100.0,10,11,250,4
868100.0,10,11,500,1
868100.0,10,11,500,2
868100.0,10,11,500,3
868100.0,10,11,500,4
868100.0,10,14,125,1
868100.0,10,14,125,2
868100.0,10,14,125,3
868100.0,10,14,125,4
868100.0,10,14,250,1
868100.0,10,14,250,2
868100.0,10,14,250,3
868100.0,10,14,250,4
868100.0,10,14,500,1
868100.0,10,14,500,2
868100.0,10,14,500,3
868100.0,10,14,500,4
868100.0,11,02,125,1
868100.0,11,02,125,2
868100.0,11,02,125,3
868100.0,11,02,125,4
868100.0,11,02,250,1
868100.0,11,02,250,2
868100.0,11,02,250,3
868100.0,11,02,250,4
868100.0,11,02,500,1
868100.0,11,02,500,2
868100.0,11,02,500,3
868100.0,11,02,500,4
868100.0,11,05,125,1
868100.0,11,05,125,2
868100.0,11,05,125,3
868100.0,11,05,125,4
868100.0,11,05,250,1
868100.0,11,05,250,2
868100.0,11,05,250,3
868100.0,11,05,250,4
868100.0,11,05,500,1
868100.0,11,05,500,2
868100.0,11,05,500,3
868100.0,11,05,500,4
868100.0,11,08,125,1
868100.0,11,08,125,2
868100.0,11,08,125,3
868100.0,11,08,125,4
868100.0,11,08,250,1
868100.0,11,08,250,2
868100.0,11,08,250,3
868100.0,11,08,250,4
868100.0,11,08,500,1
868100.0,11,08,500,2
868100.0,11,08,500,3
868100.0,11,08,500,4
868100.0,11,11,125,1
868100.0,11,11,125,2
868100.0,11,11,125,3
868100.0,11,11,125,4
868100.0,11,11,250,1
868100.0,11,11,250,2
868100.0,11,11,250,3
868100.0,11,11,250,4
868100.0,11,11,500,1
868100.0,11,11,500,2
868100.0,11,11,500,3
868100.0,11,11,500,4
868100.0,11,14,125,1
868100.0,11,14,125,2
868100.0,11,14,125,3
868100.0,11,14,125,4
868100.0,11,14,250,1
868100.0,11,14,250,2
868100.0,11,14,250,3
868100.0,11,14,250,4
868100.0,11,14,500,1
868100.0,11,14,500,2
868100.0,11,14,500,3
868100.0,11,14,500,4
868100.0,12,02,125,1
868100.0,12,02,125,2
868100.0,12,02,125,3
868100.0,12,02,125,4
868100.0,12,02,250,1
868100.0,12,02,250,2
868100.0,12,02,250,3
868100.0,12,02,250,4
868100.0,12,02,500,1
868100.0,12,02,500,2
868100.0,12,02,500,3
868100.0,12,02,500,4
868100.0,12,05,125,1
868100.0,12,05,125,2
868100.0,12,05,125,3
868100.0,12,05,125,4
868100.0,12,05,250,1
868100.0,12,05,250,2
868100.0,12,05,250,3
868100.0,12,05,250,4
868100.0,12,05,500,1
868100.0,12,05,500,2
868100.0,12,05,500,3
868100.0,12,05,500,4
868100.0,12,08,125,1
868100.0,12,08,125,2
868100.0,12,08,125,3
868100.0,12,08,125,4
868100.0,12,08,250,1
868100.0,12,08,250,2
868100.0,12,08,250,3
868100.0,12,08,250,4
868100.0,12,08,500,1
868100.0,12,08,500,2
868100.0,12,08,500,3
868100.0,12,08,500,4
868100.0,12,11,125,1
868100.0,12,11,125,2
868100.0,12,11,125,3
868100.0,12,11,125,4
868100.0,12,11,250,1
868100.0,12,11,250,2
868100.0,12,11,250,3
868100.0,12,11,250,4
868100.0,12,11,500,1
868100.0,12,11,500,2
868100.0,12,11,500,3
868100.0,12,11,500,4
868100.0,12,14,125,1
868100.0,12,14,125,2
868100.0,12,14,125,3
868100.0,12,14,125,4
868100.0,12,14,250,1
868100.0,12,14,250,2
868100.0,12,14,250,3
868100.0,12,14,250,4
868100.0,12,14,500,1
868100.0,12,14,500,2
868100.0,12,14,500,3
868100.0,12,14,500,4
