0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.182,0.409,0.409
0.182,0.409,0.409
0.999,0.001,0.000
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.182,0.409,0.409
0.002,0.995,0.002
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.001,0.002,0.996
0.001,0.002,0.996
0.182,0.409,0.409
0.002,0.995,0.002
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.001,0.002,0.996
0.182,0.409,0.409
0.182,0.409,0.409
0.182,0.409,0.409
0.182,0.409,0.409
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.002,0.995,0.002
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.999,0.001,0.000
0.002,0.995,0.002
