0.3542,47.6160,15.6250
0.3438,55.2960,12.5000
0.3750,62.9760,10.4167
0.3521,70.6560,8.9286
0.4083,190.4640,3.9062
0.3917,221.1840,3.1250
0.4062,251.9040,2.6042
0.3646,282.6240,2.2321
0.3583,95.2320,7.8125
0.3812,110.5920,6.2500
0.3604,125.9520,5.2083
0.3688,141.3120,4.4643
0.3417,47.6160,15.6250
0.3750,55.2960,12.5000
0.3500,62.9760,10.4167
0.3417,70.6560,8.9286
0.4000,339.9680,2.1973
0.3796,393.2160,1.7578
0.4370,446.4640,1.4648
0.4148,499.7120,1.2556
0.4111,169.9840,4.3945
0.3815,196.6080,3.5156
0.3574,223.2320,2.9297
0.3593,249.8560,2.5112
0.3481,84.9920,8.7891
0.3611,98.3040,7.0312
0.3759,111.6160,5.8594
0.3519,124.9280,5.0223
0.4259,339.9680,2.1973
0.3667,393.2160,1.7578
0.4074,446.4640,1.4648
0.4056,499.7120,1.2556
0.3963,169.9840,4.3945
0.3759,196.6080,3.5156
0.3907,223.2320,2.9297
0.3519,249.8560,2.5112
0.3685,84.9920,8.7891
0.3759,98.3040,7.0312
0.3704,111.6160,5.8594
0.4185,124.9280,5.0223
0.3704,339.9680,2.1973
0.4130,393.2160,1.7578
0.4389,446.4640,1.4648
0.4000,499.7120,1.2556
0.3926,169.9840,4.3945
0.4111,196.6080,3.5156
0.4056,223.2320,2.9297
0.4130,249.8560,2.5112
0.3611,84.9920,8.7891
0.3685,98.3040,7.0312
0.3444,111.6160,5.8594
0.3870,124.9280,5.0223
0.4093,339.9680,2.1973
0.4074,393.2160,1.7578
0.3815,446.4640,1.4648
0.4037,499.7120,1.2556
0.3537,169.9840,4.3945
0.3926,196.6080,3.5156
0.3870,223.2320,2.9297
0.3944,249.8560,2.5112
0.3648,84.9920,8.7891
0.3704,98.3040,7.0312
0.3648,111.6160,5.8594
0.3796,124.9280,5.0223
0.4352,339.9680,2.1973
0.4037,393.2160,1.7578
0.4370,446.4640,1.4648
0.4222,499.7120,1.2556
0.3759,169.9840,4.3945
0.3741,196.6080,3.5156
0.3981,223.2320,2.9297
0.3796,249.8560,2.5112
0.3667,84.9920,8.7891
0.3870,98.3040,7.0312
0.3815,111.6160,5.8594
0.3593,124.9280,5.0223
0.4383,638.9760,1.2207
0.4483,737.2800,0.9766
0.4483,835.5840,0.8138
0.3750,933.8880,0.6975
0.3867,319.4880,2.4414
0.4250,368.6400,1.9531
0.3967,417.7920,1.6276
0.3933,466.9440,1.3951
0.3683,159.7440,4.8828
0.3850,184.3200,3.9062
0.3750,208.8960,3.2552
0.4133,233.4720,2.7902
0.4283,638.9760,1.2207
0.3817,737.2800,0.9766
0.4217,835.5840,0.8138
0.4300,933.8880,0.6975
0.3967,319.4880,2.4414
0.3800,368.6400,1.9531
0.3900,417.7920,1.6276
0.3917,466.9440,1.3951
0.3567,159.7440,4.8828
0.3650,184.3200,3.9062
0.3750,208.8960,3.2552
0.3700,233.4720,2.7902
0.4217,638.9760,1.2207
0.3933,737.2800,0.9766
0.4250,835.5840,0.8138
0.4200,933.8880,0.6975
0.3617,319.4880,2.4414
0.4033,368.6400,1.9531
0.4233,417.7920,1.6276
0.4167,466.9440,1.3951
0.4083,159.7440,4.8828
0.3800,184.3200,3.9062
0.3917,208.8960,3.2552
0.3533,233.4720,2.7902
0.4133,638.9760,1.2207
0.4183,737.2800,0.9766
0.3917,835.5840,0.8138
0.4150,933.8880,0.6975
0.4200,319.4880,2.4414
0.4350,368.6400,1.9531
0.4000,417.7920,1.6276
0.3817,466.9440,1.3951
0.3867,159.7440,4.8828
0.4050,184.3200,3.9062
0.4000,208.8960,3.2552
0.4283,233.4720,2.7902
0.4033,638.9760,1.2207
0.4033,737.2800,0.9766
0.4150,835.5840,0.8138
0.4050,933.8880,0.6975
0.4400,319.4880,2.4414
0.3383,368.6400,1.9531
0.3917,417.7920,1.6276
0.4083,466.9440,1.3951
0.4183,159.7440,4.8828
0.3767,184.3200,3.9062
0.3933,208.8960,3.2552
0.3967,233.4720,2.7902
0.4288,1359.8719,0.6714
0.4273,1572.8640,0.5371
0.4136,1785.8560,0.4476
0.4015,1998.8480,0.3836
0.4015,598.0160,1.3428
0.3894,688.1280,1.0742
0.4106,778.2400,0.8952
0.4061,868.3520,0.7673
0.3879,299.0080,2.6855
0.3985,344.0640,2.1484
0.3848,389.1200,1.7904
0.4030,434.1760,1.5346
0.4303,1359.8719,0.6714
0.4152,1572.8640,0.5371
0.4015,1785.8560,0.4476
0.4242,1998.8480,0.3836
0.4076,598.0160,1.3428
0.4348,688.1280,1.0742
0.4152,778.2400,0.8952
0.3924,868.3520,0.7673
0.4015,299.0080,2.6855
0.3909,344.0640,2.1484
0.4227,389.1200,1.7904
0.4061,434.1760,1.5346
0.4227,1359.8719,0.6714
0.3985,1572.8640,0.5371
0.4318,1785.8560,0.4476
0.4318,1998.8480,0.3836
0.4091,598.0160,1.3428
0.4273,688.1280,1.0742
0.3970,778.2400,0.8952
0.4364,868.3520,0.7673
0.4182,299.0080,2.6855
0.3848,344.0640,2.1484
0.4258,389.1200,1.7904
0.3773,434.1760,1.5346
0.4288,1359.8719,0.6714
0.4288,1572.8640,0.5371
0.4333,1785.8560,0.4476
0.4348,1998.8480,0.3836
0.3818,598.0160,1.3428
0.4121,688.1280,1.0742
0.4182,778.2400,0.8952
0.4106,868.3520,0.7673
0.4167,299.0080,2.6855
0.3561,344.0640,2.1484
0.3970,389.1200,1.7904
0.3894,434.1760,1.5346
0.4348,1359.8719,0.6714
0.4227,1572.8640,0.5371
0.4288,1785.8560,0.4476
0.4061,1998.8480,0.3836
0.4303,598.0160,1.3428
0.3924,688.1280,1.0742
0.4061,778.2400,0.8952
0.4212,868.3520,0.7673
0.4348,299.0080,2.6855
0.3636,344.0640,2.1484
0.3652,389.1200,1.7904
0.4576,434.1760,1.5346
0.4194,2555.9041,0.3662
0.4208,2949.1201,0.2930
0.4264,3342.3359,0.2441
0.4125,3735.5520,0.2093
0.4264,1114.1121,0.7324
0.4222,1277.9520,0.5859
0.4028,1441.7920,0.4883
0.4042,1605.6320,0.4185
0.4278,557.0560,1.4648
0.3750,638.9760,1.1719
0.4139,720.8960,0.9766
0.4014,802.8160,0.8371
0.4264,2555.9041,0.3662
0.4181,2949.1201,0.2930
0.4292,3342.3359,0.2441
0.3944,3735.5520,0.2093
0.4042,1114.1121,0.7324
0.4319,1277.9520,0.5859
0.4194,1441.7920,0.4883
0.4375,1605.6320,0.4185
0.4319,557.0560,1.4648
0.3903,638.9760,1.1719
0.4375,720.8960,0.9766
0.3903,802.8160,0.8371
0.4264,2555.9041,0.3662
0.4444,2949.1201,0.2930
0.4167,3342.3359,0.2441
0.4181,3735.5520,0.2093
0.4194,1114.1121,0.7324
0.4597,1277.9520,0.5859
0.4222,1441.7920,0.4883
0.4153,1605.6320,0.4185
0.4222,557.0560,1.4648
0.4000,638.9760,1.1719
0.3917,720.8960,0.9766
0.3750,802.8160,0.8371
0.4625,2555.9041,0.3662
0.4417,2949.1201,0.2930
0.4069,3342.3359,0.2441
0.4222,3735.5520,0.2093
0.4514,1114.1121,0.7324
0.4000,1277.9520,0.5859
0.4181,1441.7920,0.4883
0.3986,1605.6320,0.4185
0.3819,557.0560,1.4648
0.4292,638.9760,1.1719
0.4014,720.8960,0.9766
0.3806,802.8160,0.8371
0.4236,2555.9041,0.3662
0.4375,2949.1201,0.2930
0.4431,3342.3359,0.2441
0.4292,3735.5520,0.2093
0.4194,1114.1121,0.7324
0.4375,1277.9520,0.5859
0.4069,1441.7920,0.4883
0.4139,1605.6320,0.4185
0.3972,557.0560,1.4648
0.3986,638.9760,1.1719
0.4125,720.8960,0.9766
0.3903,802.8160,0.8371
